# lfs-telemetry telemetry schema=1.1
time_ms,ang_vel_x,ang_vel_y,ang_vel_z,heading,pitch,roll,accel_x,accel_y,accel_z,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z,car,gear,speed_ms,rpm,throttle,brake,clutch,fuel,eng_temp_c,oil_temp_c,oil_pressure_bar,turbo_bar,og_flags,dash_lights,show_lights,og_player_id,current_lap_dist_m,indexed_distance_m,steer_torque_nm,engine_ang_vel_rads,max_torque_at_vel_nm,input_throttle,input_brake,input_steer,input_clutch,input_handbrake,wheel_RL_susp_deflect_m,wheel_RL_vertical_load_n,wheel_RL_slip_ratio,wheel_RL_tan_slip_angle,wheel_RL_x_force_n,wheel_RL_y_force_n,wheel_RL_ang_vel_rads,wheel_RL_lean_rel_road_rad,wheel_RL_air_temp_c,wheel_RL_slip_fraction,wheel_RL_touching,wheel_RL_steer_rad,wheel_RR_susp_deflect_m,wheel_RR_vertical_load_n,wheel_RR_slip_ratio,wheel_RR_tan_slip_angle,wheel_RR_x_force_n,wheel_RR_y_force_n,wheel_RR_ang_vel_rads,wheel_RR_lean_rel_road_rad,wheel_RR_air_temp_c,wheel_RR_slip_fraction,wheel_RR_touching,wheel_RR_steer_rad,wheel_FL_susp_deflect_m,wheel_FL_vertical_load_n,wheel_FL_slip_ratio,wheel_FL_tan_slip_angle,wheel_FL_x_force_n,wheel_FL_y_force_n,wheel_FL_ang_vel_rads,wheel_FL_lean_rel_road_rad,wheel_FL_air_temp_c,wheel_FL_slip_fraction,wheel_FL_touching,wheel_FL_steer_rad,wheel_FR_susp_deflect_m,wheel_FR_vertical_load_n,wheel_FR_slip_ratio,wheel_FR_tan_slip_angle,wheel_FR_x_force_n,wheel_FR_y_force_n,wheel_FR_ang_vel_rads,wheel_FR_lean_rel_road_rad,wheel_FR_air_temp_c,wheel_FR_slip_fraction,wheel_FR_touching,wheel_FR_steer_rad,ctx_track,ctx_weather,ctx_wind,ctx_view_plid,ctx_view_car,ctx_race_in_progress,ctx_race_laps,ctx_qual_minutes,ctx_lfs_version,ctx_view_lap_count,ctx_view_last_lap_ms,ctx_view_last_split1_ms,ctx_view_last_split2_ms,ctx_view_last_split3_ms,ctx_view_last_hlv_code,ctx_view_last_hlv_name,ctx_view_last_hlv_speed_ms,ctx_view_handicap_mass_kg,ctx_view_handicap_t_res,ctx_view_tyre_compounds,ctx_obh_count,ctx_pit_stop_count
299590,0.053196465272702526,-0.041132258811650446,-0.03276824823161102,1.4184787107457857,0.0,0.0,0.0,-1.7409187837784548,-9.81,53.127801127473774,-0.2116032712546227,0.0,-353.89286157192856,843.4116066202996,0.0,FOX,5,53.12822252423667,2893.409575583429,0.0,0.0,0.0,19.622199052422435,92.0,95.0,4.0,0.0,0,0,0,0,0.0,0.0,0.09233734177424502,302.9971422159754,180.0,0.0,0.0,-0.011542167721780627,0.0,0.0,0.0002850200354479567,1896.8317007034839,0.0,-0.01236851793176441,-348.4290262851561,0.0,166.0256953882396,0.0,50.121830606718305,0.10307098276470342,1,0.0,0.00010432255760193825,1628.6947329833902,0.0,-0.011460933138982745,-277.2238983950626,0.0,166.0256953882396,0.0,48.20498662353304,0.09550777615818955,1,0.0,0.0003307391165003422,1367.095511633417,0.0,-0.012342786296220858,-250.59939847522014,0.0,166.0256953882396,0.0,48.03520544493448,0.10285655246850715,1,-0.011542167721780627,-8.538726978054271e-05,1185.8719058639742,0.0,-0.011495549814417243,-202.45961594838644,0.0,166.0256953882396,0.0,51.527075230205575,0.09579624845347702,1,-0.011542167721780627,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
299600,0.0414954274382282,0.0031861257289502566,-0.031398902648352794,1.4188063932281019,0.0,0.0,-8.744731076813537,-1.6681678869185312,-9.81,53.12783561087059,-0.2027606695577894,0.0,-353.8019127169671,843.9348764095758,0.0,FOX,5,53.12822252423667,2893.409575583429,0.0,0.7487418029542272,0.0,19.622191052422433,92.0,95.0,4.0,0.0,0,0,0,0,0.5312822252423667,0.5312822252423667,0.08758112553252351,302.9971422159754,180.0,0.0,0.7487418029542272,-0.010947640691565438,0.0,0.0,0.0004169687774835503,1572.4979689431825,-0.05566206015278527,-0.014542780302891288,-339.62287365591766,-1137.870194986825,156.78436314463139,0.0,50.127991800781,0.5696608380083528,1,0.0,5.938827287542594e-05,1315.566125115025,-0.06653293579583096,-0.013301595460757485,-259.8847619431164,-1137.870194986825,154.97951845651565,0.0,48.21469035580167,0.6744999108126928,1,0.0,0.0007058045314733115,1682.0400830994404,-0.07186074772534279,-0.009397577225479473,-234.7629020765096,-1571.3445549818057,154.0949647760207,0.0,48.05414600885922,0.7228621271145276,1,-0.010947640691565438,-0.00011810722444728053,1508.3895955466169,-0.0801335798340091,-0.008899245282445664,-199.36331680554943,-1571.3445549818057,152.72146207234923,0.0,51.547823583459,0.8047601029316725,1,-0.010947640691565438,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
299610,0.012744042623686586,0.04387296405000315,-0.029981254493669358,1.4191338060331118,0.0,0.0,-10.486480521988712,-1.59022898021651,-9.81,53.04042382236923,-0.19306990740363697,0.0,-353.71103871142094,844.4577155564017,0.0,FOX,5,53.040775213468535,2878.4186080231775,0.0,0.8975017136733223,0.0,19.622183052422432,92.0,95.0,4.0,0.0,0,0,0,0,1.0621272139308928,1.0621272139308928,0.05416433643092713,301.4272917640591,180.0,0.0,0.8975017136733223,-0.006770542053865891,0.0,0.0,0.0008653127206034968,1503.0119408045364,-0.06983453234150999,-0.014506912661575997,-323.6463260400182,-1364.5077678672712,154.17717962939003,0.0,50.14219339998838,0.7087318320993636,1,0.0,-0.00020899880410430035,1258.084279791043,-0.08343013077567697,-0.01327222343761699,-247.8515496581335,-1364.5077678672712,151.9236762530174,0.0,48.234021514238485,0.8416005251888394,1,0.0,0.0010498384810007132,1741.4673946740745,-0.08323308954749395,-0.00860307932891895,-222.39359647501306,-1884.320250864327,151.9563363139294,0.0,48.084135682197825,0.8354127778643539,1,-0.006770542053865891,-0.0002027180225759143,1575.93007895461,-0.09197597884615477,-0.008183963949853981,-191.44969282364852,-1884.320250864327,150.50718123265906,0.0,51.580521354534035,0.9222848082311245,1,-0.006770542053865891,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
299620,0.05912501623240346,-0.009970303262161292,-0.02856118314485741,1.4194606257699882,0.0,0.0,-10.819003439431754,-1.5119122321097531,-9.81,52.93559300803345,-0.18331295089867863,0.0,-353.6203293129886,844.979607644248,0.0,FOX,5,52.935910408248645,2860.4417842711964,0.0,0.9255943686932174,0.0,19.62217505242243,92.0,95.0,4.0,0.0,0,0,0,0,1.5920106420394786,1.5920106420394786,0.08830276820338073,299.54476318292234,180.0,0.0,0.9255943686932174,-0.011037846025422592,0.0,0.0,0.0010943254617226056,1484.860817854567,-0.07292969737721344,-0.013903326930273546,-306.245129221377,-1407.7758512143978,153.36034525558685,0.0,50.15810247690561,0.7384428621475533,1,0.0,-0.00024409070153624978,1251.995534619181,-0.08649427821350328,-0.012766529792768322,-237.10719832785657,-1407.7758512143978,151.11642826847657,0.0,48.25523221285357,0.8714610544081156,1,0.0,0.0015985982497479633,1749.511037694113,-0.0854775715436516,-0.00811508166025305,-210.61666743266227,-1944.071413581787,151.28461668468515,0.0,48.11635353519823,0.8574466492810973,1,-0.011037846025422592,-0.0003160574136054891,1592.126225576404,-0.09392719778657416,-0.0077414522871458065,-182.8453628616103,-1944.071413581787,149.88683962912722,0.0,51.61543938623003,0.941484816531298,1,-0.011037846025422592,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
299630,-0.09553870276849102,-0.08965337184715477,-0.02714752473105652,1.4197867884705908,0.0,0.0,-10.867973959211668,-1.4341418453345487,-9.81,52.82743500388229,-0.17363988232761957,0.0,-353.529802276141,845.5004505236348,0.0,FOX,5,52.827720373854326,2841.8949212321704,0.0,0.9294363108662085,0.0,19.62216705242243,92.0,95.0,4.0,0.0,0,0,0,0,2.1208287959499934,2.1208287959499934,0.05431534425034333,297.6025402272377,180.0,0.0,0.9294363108662085,-0.006789418031292916,0.0,0.0,0.0008820639533423723,1477.0867915474455,-0.0736453734642537,-0.013191260687263997,-288.85545948848284,-1414.1479092341624,152.92875993017705,0.0,50.1742106450524,0.7446127090638806,1,0.0,-0.0006938605031164774,1256.1997350046731,-0.08659499391012307,-0.012164909364811568,-226.54767244465225,-1414.1479092341624,150.79095078060854,0.0,48.27647674875987,0.8718635412260864,1,0.0,0.0022199277345505124,1747.2480968774237,-0.08597567823569141,-0.007685939478566007,-199.09320418782897,-1952.870922275748,150.8931915158336,0.0,48.14886327068075,0.8621392362619495,1,-0.006789418031292916,-0.0008095285452186965,1597.9589138347226,-0.09400794906207138,-0.0073502438265317886,-174.1297534189239,-1952.870922275748,149.5671710246365,0.0,51.6504630553653,0.94207285286016,1,-0.006789418031292916,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
299640,0.10873733629500944,-0.04969431335923721,-0.025741951730992186,1.4201122823701071,0.0,0.0,-10.859920036617723,-1.3570909993113933,-9.81,52.71878530071494,-0.16407868268489664,0.0,-353.43946086622276,846.0202254075612,0.0,FOX,5,52.71904063426221,2823.264108730664,0.0,0.9284212467857237,0.0,19.62215905242243,92.0,95.0,4.0,0.0,0,0,0,0,2.648562600990576,2.648562600990576,0.04396347351683015,295.65152610439964,180.0,0.0,0.9284212467857237,-0.005495434189603769,0.0,0.0,0.0006529971428215293,1471.4466249687757,-0.07387287529017478,-0.01246583491785399,-271.7544940176214,-1413.0999092920704,152.57666725021784,0.0,50.190210937554475,0.7459970720376288,1,0.0,-0.001095367191758429,1262.4269708784395,-0.08610398504622395,-0.011546465213117599,-215.95803219316323,-1413.0999092920704,150.56162858699508,0.0,48.297382602741536,0.8663994558311044,1,0.0,0.0027362783076192564,1742.9441594025002,-0.08612410980816625,-0.007271192184771567,-187.76506337712107,-1951.423684260478,150.5583130927995,0.0,48.18127171061368,0.8633700094263432,1,-0.005495434189603769,-0.0014587504621716137,1601.675703534549,-0.09372029171861943,-0.006970285394653879,-165.40607629275746,-1951.423684260478,149.3068648965419,0.0,51.68516773671277,0.9390012022766318,1,-0.005495434189603769,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
299650,-0.03376004971625862,0.008006637262936083,-0.024344753700058536,1.420437106206717,0.0,0.0,-10.840427551863172,-1.2807882387595533,-9.81,52.610214181698794,-0.154633842297111,0.0,-353.34930543345433,846.5389302810514,0.0,FOX,5,52.61044143389603,2804.647102953605,0.0,0.9264497500545702,0.0,19.622151052422428,92.0,95.0,4.0,0.0,0,0,0,0,3.1752100113313673,3.1752100113313673,0.043607885576765065,293.7019578183647,180.0,0.0,0.9264497500545702,-0.005450985697095633,0.0,0.0,0.0002582665452003846,1466.2809855923015,-0.07400006337619046,-0.011745441219755513,-254.98839227677516,-1410.5635161947332,152.2414544798074,0.0,50.20604751198835,0.7464456935010514,1,0.0,-0.001810841010170544,1269.0135132504283,-0.08550333367468316,-0.01092675413455591,-205.30237652092828,-1410.5635161947332,150.3502290787539,0.0,48.317883147739735,0.8598681607590222,1,0.0,0.0027667966407114754,1738.2622417290556,-0.08620107880031491,-0.006862413835381961,-176.61973380471807,-1947.9210461736786,150.2355144566669,0.0,48.213501890172274,0.8639056237025686,1,-0.005450985697095633,-0.001703926231469965,1604.9366397324795,-0.09336199122469695,-0.006593980814639098,-156.69427118672235,-1947.9210461736786,149.05820582005376,0.0,51.71947330708475,0.935235598912633,1,-0.005450985697095633,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
299660,-0.0058677182015507735,-0.00030883626855765273,-0.02295595379973129,1.4207612608299194,0.0,0.0,-10.818670024916628,-1.205234339399487,-9.81,52.50183608346955,-0.1453053479271667,0.0,-353.25933574205567,847.0565665006538,0.0,FOX,5,52.5020371583774,2786.063512864697,0.0,0.9243059236290906,0.0,19.622143052422427,92.0,95.0,4.0,0.0,0,0,0,0,3.700772404292734,3.700772404292734,0.046956868570092056,291.7558888150101,180.0,0.0,0.9243059236290906,-0.005869608571261507,0.0,0.0,-0.00020026798886417263,1461.2555733629752,-0.07410552215179515,-0.011033527038905725,-238.5602924636127,-1407.7323943966933,151.91045712725904,0.0,50.22171511036798,0.7467375168301625,1,0.0,-0.0020239829385254207,1275.6249425933092,-0.08488945586242574,-0.010308857487287076,-194.5778459989415,-1407.7323943966933,150.14114935104337,0.0,48.33797303955854,0.8532303378038666,1,0.0,0.002870529365886466,1733.5367440216698,-0.08626257223253112,-0.006457974549094701,-165.6527232966609,-1944.0114017859094,149.9158637051495,0.0,48.24554055942406,0.864302810131017,1,-0.005869608571261507,-0.0017180601652895678,1608.0760418463094,-0.09299270352117356,-0.00621988932840716,-147.99903214174037,-1944.0114017859094,148.81165869578368,0.0,51.75336876415858,0.9313704363222102,1,-0.005869608571261507,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
299670,0.0024639387963599577,-0.07314385216094603,-0.021575524086398835,1.4210847475118167,0.0,0.0,-10.796493437614458,-1.1304247825385245,-9.81,52.393673708820984,-0.13609233007283733,0.0,-353.1695514389526,847.5731360977638,0.0,FOX,5,52.393850458128234,2767.5172213934115,0.0,0.9221469846220508,0.0,19.622135052422426,92.0,95.0,4.0,0.0,0,0,0,0,4.225251842375262,4.225251842375262,0.0730058801989423,289.8137257137593,180.0,0.0,0.9221469846220508,-0.009125735024867788,0.0,0.0,-0.0004821952486248704,1456.3027572769997,-0.07420512914248609,-0.010330679500871933,-222.46551378879002,-1404.8467442658782,151.58111880815852,0.0,50.237218369913315,0.7470284026127431,1,0.0,-0.002149642356359767,1282.1943238784288,-0.08428140115877203,-0.009693444548271986,-183.78749747454177,-1404.8467442658782,149.9313229044188,0.0,48.35765902742597,0.8466762410983438,1,0.0,0.0029951966593054903,1728.8347141049699,-0.08631987958038813,-0.00605753987679558,-154.8609896309278,-1940.0264563671647,149.59756123696795,0.0,48.277387200824556,0.8646735458506093,1,-0.009125735024867788,-0.0017589792898156506,1611.1614280838667,-0.0926243650913468,-0.005847748835172264,-139.32222542182964,-1940.0264563671647,148.56532288985358,0.0,51.786856870907116,0.9275246814171656,1,-0.009125735024867788,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
299680,-0.08509392850920616,-0.013806812122816309,-0.020203426947344113,1.4214075676072855,0.0,0.0,-10.774269195296142,-1.0563540685563224,-9.81,52.28573130010983,-0.12699376214450642,0.0,-353.07995214809665,848.0886412359581,0.0,FOX,5,52.28588552375209,2749.0089469289305,0.0,0.9200040586149281,0.0,19.622127052422424,92.0,95.0,4.0,0.0,0,0,0,0,4.748650522284664,4.748650522284664,0.03939216479480108,287.8755437441514,180.0,0.0,0.9200040586149281,-0.004924020599350135,0.0,0.0,4.668206428176506e-05,1451.408576688963,-0.07430208545868637,-0.00963694076975676,-206.69802631667997,-1401.9548933079777,151.25292246650992,0.0,50.252563639284375,0.7473482049727417,1,0.0,-0.0023536867482424517,1288.7085435183176,-0.08368275716260185,-0.009080718105257353,-172.9353844148254,-1401.9548933079777,149.72018269511358,0.0,48.37695014229055,0.8402420691231028,1,0.0,0.003265142589351297,1724.1694028482273,-0.0863752779344196,-0.005661022405079371,-144.24177799168754,-1936.0329479014927,149.28024259247113,0.0,48.30904377585598,0.8650400927505335,1,-0.004924020599350135,-0.0017239595365949126,1614.2066218087568,-0.09225932378480967,-0.005477522538116468,-130.6651746069887,-1936.0329479014927,148.31882838075236,0.0,51.81994306810976,0.9237217339491095,1,-0.004924020599350135,AS3,1,0,1,FOX,1,0,0,0.7E,4,0,0,0,0,0,,0.0,0,0,R3R3R3R3,0,0
