s_m,x_m,y_m,z_m,dir_x,dir_y,dir_z,heading_rad,slope_pct,curvature_1_per_m,radius_m,width_m
0.0,-492.31651306152344,558.9933929443359,7.6617431640625,-0.004037376958876848,-0.9999911189079285,0.0,-1.5748337176730682,-0.22615426409898037,-5.946804290838526e-05,16815.754329439947,2.2499990463256836
11.57797405924218,-492.1601867675781,547.41650390625,7.63555908203125,-0.004725892562419176,-0.9999887943267822,0.0,-1.5755222371312154,-0.17169646894259483,-4.446866262730609e-05,22487.746222121543,2.2499990463256836
27.70853444560965,-492.2429656982422,531.2861633300781,7.6201019287109375,-0.005106107331812382,-0.9999869465827942,0.0,-1.5759024564026427,-0.04819022961213837,0.0001047115529205292,9550.044594973677,2.2499990463256836
43.93154643159042,-492.2988739013672,515.0632476806641,7.62005615234375,-0.0013143292162567377,-0.9999991059303284,0.0,-1.5721106564294374,-0.001587260967553239,0.00023645214989501812,4229.185484014368,2.1999990940093994
60.244832355236156,-492.2830047607422,498.7499694824219,7.6195831298828125,0.0025876378640532494,-0.9999966025352478,0.0,-1.568208685914936,-6.190127560257164e-05,0.00025183942255630615,3970.7841999058764,2.1499991416931152
76.6458365960267,-492.20481872558594,482.3491516113281,7.6200408935546875,0.006926588714122772,-0.9999760985374451,0.0,-1.5638696832997432,-0.00197013440843552,0.0002464671140494021,4057.3364274454852,2.1999990940093994
93.13266075759735,-492.05686950683594,465.8629913330078,7.618927001953125,0.010690092109143734,-0.9999428391456604,0.0,-1.5601060308522978,-0.01192820803190553,0.0002744737198990474,3643.3360555167333,2.349998950958252
109.70406850684078,-491.8356628417969,449.2930603027344,7.6160888671875,0.01600741036236286,-0.9998719096183777,0.0,-1.5547882333210516,0.003613700742702286,0.0003628991863966688,2755.586227484525,2.5499987602233887
126.36016503681708,-491.51690673828125,432.6400146484375,7.6201629638671875,0.022753698751330376,-0.9997411370277405,0.0,-1.5480406650220895,0.006757323104972235,0.0004404848825590793,2270.2254710543366,2.7999985218048096
143.097103785378,-491.06268310546875,415.90924072265625,7.618316650390625,0.0307181216776371,-0.9995281100273132,0.0,-1.5400733728155884,-0.01815506751103868,0.0005927872367208278,1686.945902431682,3.249998092651367
159.91515538746617,-490.45118713378906,399.10231018066406,7.6140594482421875,0.042652677744627,-0.9990900158882141,0.0,-1.5281307081618347,-0.004169815108667763,0.0007004727079442108,1427.6073695074572,3.799997568130493
176.8098090947375,-489.6128387451172,382.2284698486328,7.616943359375,0.05430957302451134,-0.9985241889953613,0.0,-1.5164600226536422,0.01936528007156768,0.0007127416646928383,1403.0328933148,4.649999618530273
193.77909036647384,-488.5883026123047,365.29014587402344,7.6206207275390625,0.06675545871257782,-0.9977693557739258,0.0,-1.503991187382023,0.001833892632502332,0.0006227857303327256,1605.6886843983184,5.6489996910095215
210.8203684086539,-487.38294982910156,348.2915496826172,7.6175384521484375,0.07542972266674042,-0.9971511363983154,0.0,-1.4952948935423067,-0.004211861766437175,0.0006456230650314851,1548.891379757681,6.6479997634887695
227.9313328227631,-485.9721374511719,331.2388458251953,7.61920166015625,0.08875656872987747,-0.9960533976554871,0.0,-1.4819228140828522,0.012538661688915598,0.000845923608475449,1182.1398409748044,7.400010108947754
245.10831637593617,-484.3134460449219,314.1421356201172,7.6218414306640625,0.10432477295398712,-0.9945433139801025,0.0,-1.4662813850017524,-0.0019745392152853425,0.0012451657728307988,803.1059171555678,7.900012016296387
262.3494851659697,-482.28514099121094,297.02069091796875,7.618499755859375,0.13139182329177856,-0.9913305044174194,0.0,-1.4390234807197564,0.004291787493052035,0.0013417683252765836,745.2851443589312,8.300013542175293
279.65003329168394,-479.8402557373047,279.8937683105469,7.62335205078125,0.15026219189167023,-0.9886462092399597,0.0,-1.4199628604567989,0.00408846997391743,0.0014323376332590482,698.1594121245456,8.650014877319336
297.01003258742753,-476.9786834716797,262.771240234375,7.6198883056640625,0.18046367168426514,-0.9835817217826843,0.0,-1.3893384972969687,-0.0006766795620338772,0.001379876984716595,724.70228221495,8.900015830993652
314.42623016201145,-473.6510925292969,245.67588806152344,7.623138427734375,0.19747066497802734,-0.9803088903427124,0.0,-1.3720192393549817,-0.005772726892103175,0.0009403407827807062,1063.444251607246,9.050016403198242
331.90436797623966,-470.07725524902344,228.56703186035156,7.6178436279296875,0.21262799203395844,-0.9771331548690796,0.0,-1.3565326436449725,-0.0246409268621961,0.0006842202303562958,1461.5177330832023,9.050016403198242
349.4400698913812,-466.26805114746094,211.45005798339844,7.6145172119140625,0.22087447345256805,-0.9753022789955139,0.0,-1.3480853370374446,0.0009752866013984507,0.0007485627186279153,1335.893406277244,8.750015258789062
