s_m,x_m,y_m,z_m,dir_x,dir_y,dir_z,heading_rad,slope_pct,curvature_1_per_m,radius_m,width_m
0.0,-467.41502380371094,-66.62391662597656,15.345260620117188,0.7335402965545654,-0.6796459555625916,-0.0,-0.7472798789238199,0.562891898052506,-4.959131986757699e-05,20164.81921978052,13.90003490447998
7.945310795362654,-461.5873107910156,-72.02426147460938,15.389984130859375,0.7332724332809448,-0.6799349188804626,-0.0,-0.74767389737292,0.5284408023594755,-0.0003767341333499527,2654.3918150126533,14.05003547668457
15.753916636687723,-455.8732452392578,-77.34613037109375,15.428604125976562,0.7295543551445007,-0.6839228868484497,-0.0,-0.7531262424441099,0.4620587492065953,-0.001079809951849399,926.0888902600798,14.20003604888916
23.42388779795292,-450.3040466308594,-82.61978149414062,15.461593627929688,0.7218787670135498,-0.6920195817947388,-0.0,-0.7642829626317512,0.39880015049977846,-0.00156474566823174,639.0814943939498,13.787997245788574
30.95243472668503,-444.8994598388672,-87.86083984375,15.489303588867188,0.7131062746047974,-0.7010559439659119,-0.0,-0.776877189754434,0.3380921208085974,-0.0019622312707961304,509.62392399050543,12.788997650146484
38.33737536500661,-439.6752014160156,-93.08041381835938,15.512100219726562,0.70138019323349,-0.712787389755249,-0.0,-0.7934643567260331,0.2796634514620644,-0.0029090434948841615,343.75560274660666,11.789998054504395
45.57790269283846,-434.65977478027344,-98.30252075195312,15.530288696289062,0.6827812790870667,-0.7306228280067444,-0.0,-0.819233702896438,0.2241580617184713,-0.004477706920958648,223.32859600956343,10.790998458862305
52.67239837953333,-429.9104766845703,-103.57279968261719,15.5443115234375,0.6544156670570374,-0.7561350464820862,-0.0,-0.8573867861177681,0.17120662449472412,-0.006155856860410966,162.44692212242893,9.791998863220215
59.62522589022134,-425.4833068847656,-108.93394470214844,15.554412841796875,0.6173011064529419,-0.7867269515991211,-0.0,-0.9054887750841226,0.11863871279060856,-0.006689793047888526,149.48145523210562,8.792999267578125
66.43496422331272,-421.39910888671875,-114.38296508789062,15.560714721679688,0.5820732712745667,-0.8131363391876221,-0.0,-0.9495202341372172,0.07200843062460383,-0.007187016911194347,139.1397866954259,7.793999671936035
73.11213868452685,-417.6481475830078,-119.90699768066406,15.564178466796875,0.5384243726730347,-0.8426738381385803,-0.0,-1.002230132569001,0.041447197078881004,-0.007539985741192912,132.62624550292432,6.794999599456787
79.66147572107042,-414.2482147216797,-125.50469970703125,15.56622314453125,0.49814552068710327,-0.8670934438705444,-0.0,-1.049337599068715,0.021809273433848197,-0.008384739801928887,119.26428531150755,5.795999526977539
86.10472959440727,-411.2064208984375,-131.18475341796875,15.567031860351562,0.4438383877277374,-0.8961068391799927,-0.0,-1.1109187658679978,0.16196989619503555,-0.009638442307123324,103.75120461746673,4.796999454498291
