s_m,x_m,y_m,z_m,dir_x,dir_y,dir_z,heading_rad,slope_pct,curvature_1_per_m,radius_m,width_m
0.0,250.54800415039062,36.132537841796875,4.1125640869140625,-0.07131950557231903,0.9974520206451416,0.0,1.6421765390144676,-0.18051938865253087,0.002051770259667746,487.38400183358505,16.800029754638672
11.884516994000034,249.5913543701172,47.97846984863281,4.0911102294921875,-0.09561820328235626,0.9954180717468262,0.0,1.6665608375332728,-0.1278321826931217,0.0019612668904430697,509.87451267995965,16.85002899169922
22.689379265192336,248.44964599609375,58.72283935546875,4.0824737548828125,-0.11580626666545868,0.9932718276977539,0.0,1.6868630153824575,-0.3937726895225424,0.0015545987008792894,643.2528210877795,16.85002899169922
33.538004747955014,247.11947631835938,69.48933410644531,4.0055694580078125,-0.1290377378463745,0.9916396737098694,0.0,1.7001948715632695,-1.0360425811089176,0.0015937187870133929,627.463269021247,16.800029754638672
44.4479300482873,245.59922790527344,80.29179382324219,3.8566436767578125,-0.15021778643131256,0.9886529445648193,0.0,1.721584879780081,-1.3362689647213821,0.0016398128564096975,609.8256859562979,16.800029754638672
55.41937099402419,243.86102294921875,91.12371826171875,3.7132110595703125,-0.16448937356472015,0.9863788485527039,0.0,1.7360366390279591,-1.072266456422305,0.0007586251878124173,1318.1740022152635,16.750030517578125
66.44485630885809,242.03573608398438,101.99667358398438,3.62103271484375,-0.16663450002670288,0.9860187768936157,0.0,1.738211775996179,-0.9270599083969405,0.0003123104069098215,3201.9426118219185,16.450035095214844
77.51814305622567,240.1607666015625,112.90948486328125,3.5082550048828125,-0.17130392789840698,0.9852182269096375,0.0,1.742949336344898,-0.9896239515309158,0.0004977126759121847,2009.1913435140996,16.100040435791016
88.64812159449271,238.21722412109375,123.86793518066406,3.401336669921875,-0.1775282472372055,0.9841156601905823,0.0,1.7492705656256322,-0.826941067193826,0.0004935391023021263,2026.1819080503924,15.850042343139648
99.82818705588033,236.207275390625,134.86557006835938,3.3238983154296875,-0.18213410675525665,0.9832737445831299,0.0,1.753952745013886,-0.6570206468657303,0.00037978320847215086,2633.081130740221,15.650041580200195
111.05531428749367,234.1426239013672,145.9010009765625,3.254150390625,-0.18589280545711517,0.9825699925422668,0.0,1.7577767613017135,-0.7409778098624087,0.00031410727748966416,3183.625696265205,15.500041007995605
122.32763328895317,232.02731323242188,156.97264099121094,3.157073974609375,-0.18907617032527924,0.9819624423980713,0.0,1.761017585032121,-0.8908528788938969,0.00032004230660295785,3124.5869041951155,15.450040817260742
133.65258399441444,229.8605499267578,168.087890625,3.0528106689453125,-0.1929972916841507,0.981199324131012,0.0,1.7650122768331102,-0.8346104784626024,0.0003049992311264099,3278.69678984712,15.400040626525879
145.012501009295,227.6503143310547,179.2303924560547,2.967803955078125,-0.19586236774921417,0.9806313514709473,0.0,1.7679331088949695,-0.7732725288433578,0.0002335013289869875,4282.630871260385,15.450040817260742
156.4265843654552,225.39346313476562,190.41876220703125,2.876678466796875,-0.19820979237556458,0.98015958070755,0.0,1.7703274716968473,-0.7607130463600842,0.00019936840377234033,5015.839927884985,15.500041007995605
167.8790214668736,223.109130859375,201.64076232910156,2.79388427734375,-0.20033009350299835,0.9797284007072449,0.0,1.772491171151995,-0.6943703134140986,0.00028069918121896575,3562.5326574071028,15.550041198730469
179.36702253949366,220.78933715820312,212.891845703125,2.7174072265625,-0.20452363789081573,0.9788615703582764,0.0,1.7767733714560492,-0.7997196207477131,0.00043509804446333067,2298.332554524451,14.63699722290039
190.89670467635509,218.39356994628906,224.1693572998047,2.6096954345703125,-0.21013690531253815,0.9776719212532043,0.0,1.7825113266507546,-0.8150554573071733,0.0007347853619463912,1360.9416460761754,13.6379976272583
202.4389068489219,215.91392517089844,235.4417724609375,2.529388427734375,-0.2210937887430191,0.9752525687217712,0.0,1.79373219497561,-0.3969964184166938,0.001055790204348872,947.157868941132,12.638998031616211
213.96584756117412,213.29080200195312,246.66627502441406,2.5180206298828125,-0.2338821142911911,0.9722650051116943,0.0,1.8068649507835735,-0.15440366627050145,0.0013672685649127603,731.3852052641946,11.639998435974121
225.5396656149506,210.4921112060547,257.89659118652344,2.4936676025390625,-0.2518024146556854,0.9677786827087402,0.0,1.8253385519274135,-0.20746224673146713,0.0016863745910717792,592.9880616645485,10.640998840332031
237.1421804982577,207.45045471191406,269.0932922363281,2.469940185546875,-0.27169880270957947,0.9623823761940002,0.0,1.8459541142465412,-0.12851650428481465,0.001506456316270069,663.8094906568308,9.641999244689941
248.7726972378717,204.20477294921875,280.2617492675781,2.4638519287109375,-0.28549855947494507,0.9583790898323059,0.0,1.8603229396083407,0.019760879271916998,0.0010207057566841843,979.7142746099051,8.642999649047852
260.4288555780918,200.82290649414062,291.41651916503906,2.474578857421875,-0.29448407888412476,0.9556564092636108,0.0,1.8697119330686558,0.20161905410666786,0.0006537388202014077,1529.6628700922397,7.644000053405762
272.11281696936635,197.34483337402344,302.57073974609375,2.5109710693359375,-0.30007997155189514,0.9539139866828918,0.0,1.8755728332338515,0.3703643949234031,4.2525497728124195e-05,23515.303839433982,6.644999980926514
283.8126888194699,193.8440704345703,313.73448181152344,2.5612030029296875,-0.2954202890396118,0.9553674459457397,0.0,1.870691723484316,0.24070256849466481,-0.0005515214286748449,1813.1661763401041,5.645999908447266
295.53746507546487,190.4231414794922,324.9490966796875,2.5672607421875,-0.2877250611782074,0.9577130079269409,0.0,1.8626469400055683,-0.07164968802991223,-0.0004558460546703891,2193.723055743183,4.646999835968018
