s_m,x_m,y_m,z_m,dir_x,dir_y,dir_z,heading_rad,slope_pct,curvature_1_per_m,radius_m,width_m
0.0,-160.16629028320312,95.7191162109375,9.672637939453125,-0.3475865125656128,0.937579333782196,0.0,1.9258160580649824,-0.044305730798480734,0.0015205858939520125,657.6412447185036,9.800019264221191
6.509115369137283,-162.55795288085938,101.77291870117188,9.669754028320312,-0.3568721413612366,0.9341532588005066,0.0,1.9357137270773987,0.11994781183451986,0.000685803660976203,1458.1432805076545,10.000020027160645
13.75857113257958,-165.1397705078125,108.54701232910156,9.69171142578125,-0.35521969199180603,0.934782862663269,0.0,1.933945397172094,0.4271823043735079,-0.00022358311594739,4472.6096412186325,10.050020217895508
20.610941520506127,-167.5699005126953,114.95388793945312,9.729034423828125,-0.353910356760025,0.935279369354248,0.0,1.9325450836729612,0.47155409742754006,-0.00017937364169068326,5574.955108088996,10.150020599365234
27.132558610903843,-169.8751983642578,121.05441284179688,9.7552490234375,-0.35296109318733215,0.9356380105018616,0.0,1.9315303300768072,0.42200933598101065,-0.0002354341959173445,4247.471341635846,10.200020790100098
33.33868934945031,-172.0605010986328,126.86300659179688,9.782623291015625,-0.3511521816253662,0.9363183975219727,0.0,1.929597692327944,0.3996985343491133,-0.00045201794200872003,2212.301563862942,10.200020790100098
39.29410955523043,-174.14254760742188,132.4425811767578,9.804061889648438,-0.3478771150112152,0.9375401139259338,0.0,1.9261021716151054,0.5068820525009343,-0.0009900906316712699,1010.00854670446,10.200020790100098
45.01405498012974,-176.1147003173828,137.81166076660156,9.84112548828125,-0.34048041701316833,0.9402515888214111,0.0,1.9182241286507709,0.6100237509388484,-0.0017339879745406073,576.7052682501643,10.200020790100098
50.48196978481912,-177.951171875,142.96185302734375,9.87249755859375,-0.3297908902168274,0.9440540075302124,0.0,1.906878391377696,0.5715787655634963,-0.0032398217940320106,308.6589521195497,10.100020408630371
55.744260714316454,-179.6380615234375,147.94635009765625,9.9024658203125,-0.30804163217544556,0.9513728618621826,0.0,1.8839302112266354,0.42397382175936027,-0.006147075835103655,162.6789756341338,9.742998123168945
60.85831863431207,-181.12449645996094,152.839599609375,9.916915893554688,-0.2694481611251831,0.9630149006843567,0.0,1.8436162782770305,0.22560850225931128,-0.009338118587729816,107.08795252546791,8.743998527526855
65.92782938167727,-182.3684844970703,157.7541046142578,9.925491333007812,-0.21644102036952972,0.9762957096099854,0.0,1.7889639207804924,0.07531767428488045,-0.01200631328156665,83.2895141537998,7.744998931884766
