s_m,x_m,y_m,z_m,dir_x,dir_y,dir_z,heading_rad,slope_pct,curvature_1_per_m,radius_m,width_m
0.0,-210.01441955566406,48.67750549316406,14.59576416015625,-0.0038532884791493416,0.9999925494194031,-0.0,1.5746496249122464,-5.353743010004738,9.305929784706962e-05,10745.83650570161,1.4999996423721313
13.672006855022302,-210.07774353027344,62.32975769042969,13.863800048828125,-0.005125583149492741,0.9999868869781494,-0.0,1.575921932270335,-5.55518396498722,-1.984848131554584e-05,50381.68835702177,1.5499995946884155
27.32970812513582,-210.13864135742188,75.96467590332031,13.077606201171875,-0.0033140676096081734,0.9999945163726807,-0.0,1.5741104004447461,-5.7651802397720715,-0.00018290479722332664,5467.325161400773,1.5999995470046997
40.97661038742142,-210.1619873046875,89.58879089355469,12.289642333984375,-0.00013254773512016982,1.0,-0.0,1.5709288745292405,-5.67699693037203,-0.00017846139262219646,5603.4528550217265,1.6499994993209839
54.609886840519,-210.15133666992188,103.20082092285156,11.528884887695312,0.0015558735467493534,0.9999988079071045,-0.0,1.5692404526488584,-5.502329326859773,-6.209658023095116e-05,16103.946405434484,1.6499994993209839
68.22878901163517,-210.1288299560547,116.79965209960938,10.790115356445312,0.0015614930307492614,0.9999988079071045,-0.0,1.569234833171812,-5.310092736591876,3.767187325656035e-05,26545.003302320663,1.8999992609024048
81.83202510974162,-210.11390686035156,130.38450622558594,10.083328247070312,0.0005315577727742493,0.9999998807907104,-0.0,1.5702647690088203,-5.065857557083958,6.795201434866421e-05,14716.267200983391,2.8499984741210938
95.41830463315176,-210.1118927001953,143.9542236328125,9.412689208984375,-0.00028635174385271966,0.9999999403953552,-0.0,1.5710826785479906,-4.898029150933747,-1.00336273752763e-05,99664.85325776438,3.848998546600342
108.98776026268506,-210.10975646972656,157.5076446533203,8.753219604492188,0.0008016664651222527,0.9999997019767761,-0.0,1.5699946602625945,-4.737415884991342,-3.131918442664944e-05,31929.31164417876,4.84799861907959
122.53801645506803,-210.09701538085938,171.04345703125,8.12786865234375,0.0005648903897963464,0.9999998211860657,-0.0,1.5702314363641758,-4.504792163289767,0.00017295068521983037,5781.995016261091,5.845999240875244
136.0684087926644,-210.11825561523438,184.56076049804688,7.5332489013671875,-0.0038757682777941227,0.9999924898147583,-0.0,1.574672104773664,-4.290313302771493,0.00022213700111326645,4501.726389518086,4.846999168395996
149.57756707869794,-210.18603515625,198.0579071044922,6.967742919921875,-0.00544606801122427,0.9999851584434509,-0.0,1.5762424217911717,-4.078833669633772,5.249137070291454e-05,19050.75037304133,3.847999334335327
163.0639104684259,-210.25511169433594,211.53343200683594,6.432098388671875,-0.00529569061473012,0.9999859929084778,-0.0,1.576092042081927,-3.825044128630667,0.00019853799158426472,5036.819361475075,2.848999261856079
176.52622583741817,-210.35873413085938,224.98623657226562,5.9368743896484375,-0.010786150582134724,0.9999418258666992,-0.0,1.5815826865540186,-3.5521233201198017,0.0003343944047670064,2990.4806591987176,1.8499993085861206
